category,metric,value,timestamp
"Metadata","Report Version","undefined","2026-01-30T11:55:53.981Z"
"Metadata","Contract Address","0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45","2026-01-30T11:55:53.981Z"
